AHB32666.1	1413_50_1
AHB32888.2	1413_50_1
AHB32334.1	1413_50_1
WP_191016112.1	1413_50_1
WP_032067856.1	1413_50_1
WP_221255378.1	1413_50_1
WP_151741735.1	1413_50_1
WP_205667377.1	1413_50_1
WP_151795245.1	1413_50_1
WP_104504119.1	1413_50_1
WP_138155551.1	1413_50_1
WP_042009273.1	1413_50_1
WP_212899018.1	1413_50_1
WP_098714362.1	1413_50_1
WP_015781963.1	1413_50_1
WP_212259750.1	1413_50_1
PAR82598.1	1413_50_1
WP_202733462.1	1413_50_1
WP_202040477.1	1413_50_1
WP_095909418.1	1413_50_1
WP_065709043.1	1413_50_1
WP_002674248.1	1413_50_1
WP_086267389.1	1413_50_1
ALU43240.1	1413_50_1
WP_018122467.1	1413_50_1
WP_180138626.1	1413_50_1
WP_038350319.1	1413_50_1
WP_151816168.1	1413_50_1
MBC7710596.1	1413_50_1
WP_180139496.1	1413_50_1
WP_004647642.1	1413_50_1
WP_180116289.1	1413_50_1
WP_162183340.1	1413_50_1
BAQ01584.1	1413_50_1
BAQ01641.1	1413_50_1
WP_008483784.1	1413_50_1
WP_020911729.1	1413_50_1
MBM4958079.1	1413_50_1
TXN15033.1	1413_50_1
WP_158652662.1	1413_50_1
WP_213915874.1	1413_50_1
OQQ00376.1	1413_50_1
WP_217530656.1	1413_50_1
WP_021544497.1	1413_50_1
WP_137588581.1	1413_50_1
WP_222701647.1	1413_50_1
WP_028024885.1	1413_50_1
WP_174815433.1	1413_50_1
WP_158678134.1	1413_50_1
EGR4693728.1	1413_50_1
TNH77921.1	1413_50_1
EGR0199566.1	1413_50_1
WP_065168980.1	1413_50_1
HAH9654961.1	1413_50_1
WP_065682081.1	1413_50_1
HAS6173834.1	1413_50_1
WP_125717070.1	1413_50_1
WP_174170394.1	1413_50_1
WP_065193419.1	1413_50_1
ADQ37335.1	1413_50_1
ACA24821.1	1413_50_1
ADN43894.1	1413_50_1
ADQ37322.1	1413_50_1
ACA24811.1	1413_50_1
AFW04867.1	1413_50_1
WP_040217516.1	1413_50_1
EEW3194231.1	1413_50_1
WP_000499529.1	1413_50_1
WP_094762235.1	1413_50_1
WP_005653708.1	1413_50_1
WP_060561577.1	1413_50_1
WP_053878957.1	1413_50_1
WP_180911074.1	1413_50_1
WP_166713992.1	1413_50_1
EBQ8563659.1	1413_50_1
EAP0955437.1	1413_50_1
EBF8309604.1	1413_50_1
MBD5406664.1	1413_50_1
WP_172893723.1	1413_50_1
MBS5552460.1	1413_50_1
WP_171268829.1	1413_50_1
MBO5100602.1	1413_50_1
WP_208119785.1	1413_50_1
WP_154601276.1	1413_50_1
HAT4484165.1	1413_50_1
AKX46872.1	1413_50_1
EAR2001077.1	1413_50_1
OZU30810.1	1413_50_1
APZ56502.1	1413_50_1
WP_107182790.1	1413_50_1
MRZ26590.1	1413_50_1
WP_108569543.1	1413_50_1
WP_130971791.1	1413_50_1
WP_222687543.1	1413_50_1
WP_227336263.1	1413_50_1
MBD5410045.1	1413_50_1
WP_110229659.1	1413_50_1
WP_218427038.1	1413_50_1
WP_034169332.1	1413_50_1
WP_095389312.1	1413_50_1
WP_228346254.1	1413_50_1
PKZ29708.1	1413_50_1
WP_057114893.1	1413_50_1
EEW2104401.1	1413_50_1
WP_181257652.1	1413_50_1
WP_008663514.1	1413_50_1
EIL2614172.1	1413_50_1
RJU36956.1	1413_50_1
WP_213405689.1	1413_50_1
WP_129614795.1	1413_50_1
MBO5730850.1	1413_50_1
WP_096747636.1	1413_50_1
WP_193829641.1	1413_50_1
WP_005861887.1	1413_50_1
WP_213400645.1	1413_50_1
WP_057329600.1	1413_50_1
HAT8026753.1	1413_50_1
MBQ8384861.1	1413_50_1
BAQ00746.1	1413_50_1
AFW04888.1	1413_50_1
WP_208462997.1	1413_50_1
WP_076166215.1	1413_50_1
WP_049281935.1	1413_50_1
WP_167820090.1	1413_50_1
WP_048232314.1	1413_50_1
WP_089642637.1	1413_50_1
WP_096963470.1	1413_50_1
HAU3120060.1	1413_50_1
WP_087411858.1	1413_50_1
WP_217733623.1	1413_50_1
WP_034915856.1	1413_50_1
WP_212406985.1	1413_50_1
AAO37701.1	1413_50_1
WP_024244058.1	1413_50_1
WP_059276126.1	1413_50_1
EHY2898346.1	1413_50_1
WP_053885466.1	1413_50_1
EIG6690569.1	1413_50_1
EEQ3361549.1	1413_50_1
HBA6329355.1	1413_50_1
WP_200923010.1	1413_50_1
EGT0664115.1	1413_50_1
WP_128612299.1	1413_50_1
AHB32311.1	1413_50_1
WP_079547944.1	1413_50_1
WP_009584320.1	1413_50_1
WP_106466208.1	1413_50_1
QNX08747.1	1413_50_1
WP_180064661.1	1413_50_1
SBS61204.1	1413_50_1
ABI98966.1	1413_50_1
AAV41072.1	1413_50_1
HBD3828814.1	1413_50_1
HAS3626539.1	1413_50_1
WP_047355739.1	1413_50_1
WP_196348568.1	1413_50_1
WP_095467637.1	1413_50_1
WP_196083558.1	1413_50_1
MCE0800529.1	1413_50_1
WP_029307264.1	1413_50_1
WP_092290607.1	1413_50_1
WP_021196769.1	1413_50_1
WP_039010364.1	1413_50_1
WP_048935126.1	1413_50_1
BAQ01860.1	1413_50_1
BAL03056.1	1413_50_1
AAL27339.1	1413_50_1
KGM82069.1	1413_50_1
WP_215933210.1	1413_50_1
WP_052920558.1	1413_50_1
AIG62720.1	1413_50_1
WP_099190499.1	1413_50_1
MBE3733592.1	1413_50_1
HDZ04456.1	1413_50_1
ABI98976.1	1413_50_1
WP_046788607.1	1413_50_1
WP_000456161.1	1413_50_1
WP_045338351.1	1413_50_1
WP_181479834.1	1413_50_1
BAT24430.1	1413_50_1
WP_181666584.1	1413_50_1
WP_149540368.1	1413_50_1
EFI3676002.1	1413_50_1
WP_210599843.1	1413_50_1
WP_103859181.1	1413_50_1
WP_135729914.1	1413_50_1
WP_029504061.1	1413_50_1
WP_111460058.1	1413_50_1
WP_074194255.1	1413_50_1
WP_117286177.1	1413_50_1
WP_136087650.1	1413_50_1
MBC5155810.1	1413_50_1
WP_205884184.1	1413_50_1
WP_136392103.1	1413_50_1
WP_025238788.1	1413_50_1
WP_094193170.1	1413_50_1
ADC54929.1	1413_50_1
EHF8089147.1	1413_50_1
WP_042054573.1	1413_50_1
WP_162648787.1	1413_50_1
ACD37086.1	1413_50_1
BAQ01999.1	1413_50_1
ACD37078.1	1413_50_1
WP_199459481.1	1413_50_1
EFO3524659.1	1413_50_1
MQJ27365.1	1413_50_1
EEY9296501.1	1413_50_1
HAH2637296.1	1413_50_1
WP_123306267.1	1413_50_1
MBF4244656.1	1413_50_1
RUA09357.1	1413_50_1
EHW5329997.1	1413_50_1
WP_036933329.1	1413_50_1
WP_114079035.1	1413_50_1
EIL2643715.1	1413_50_1
AHB32462.1	1413_50_1
AFV46136.1	1413_50_1
BAQ01024.1	1413_50_1
ADC54967.1	1413_50_1
BAQ00622.1	1413_50_1
AQU71752.1	1413_50_1
AFW04820.1	1413_50_1
AFW04883.1	1413_50_1
ABX51892.1	1413_50_1
WP_063927837.1	1413_50_1
WP_192983315.1	1413_50_1
WP_205921949.1	1413_50_1
MBX2931862.1	1413_50_1
WP_229116269.1	1413_50_1
WP_089723541.1	1413_50_1
WP_116853328.1	1413_50_1
MBQ5895042.1	1413_50_1
