0019_59	1
0129_7	1
0250_3	1
0015_84	1
0010_107	1
0005_164	1
0007_138	1
0004_166	1
0018_62	1
0004_173	1
0009_119	1
0002_196	1
0014_90	1
0011_104	1
0006_158	1
0002_198	1
0009_122	1
0010_118	1
0024_49	1
0221_4	1
0010_112	1
0051_23	1
0034_39	1
0002_202	1
0003_187	1
0004_171	1
0002_199	1
0007_143	1
0043_28	1
0005_165	1
0024_48	1
0013_94	1
0047_25	1
0010_108	1
0055_22	1
0008_131	1
0017_66	1
0007_147	1
0033_41	1
0013_96	1
0002_194	1
0006_157	1
0024_47	1
0017_67	1
0031_43	1
0010_113	1
0009_125	2
0068_18	2
0017_70	2
0012_102	2
0002_195	2
0003_188	2
0128_8	2
0132_6	2
0004_174	2
0003_186	2
0010_111	2
0008_134	2
0033_40	2
0004_170	2
0040_31	2
0016_75	3
0017_72	3
0070_17	3
0017_65	3
0036_37	3
0019_60	3
0032_42	3
0075_16	3
0012_100	3
0014_92	3
0040_32	4
0008_137	4
0002_204	4
0008_127	4
0469_1	4
0003_184	4
0004_176	4
0006_154	4
0016_79	5
0021_53	5
0002_203	5
0004_175	5
0017_68	5
0080_14	5
0017_71	5
0006_156	6
0007_140	6
0034_38	6
0010_109	6
0063_20	6
0027_45	7
0003_180	7
0126_9	7
0104_12	7
0015_85	8
0045_27	8
0014_88	8
0007_139	8
0008_130	9
0013_95	9
0016_74	9
0011_106	9
0252_2	10
0028_44	10
0004_177	10
0041_29	11
0010_117	11
0022_51	11
0016_80	12
0038_33	12
0013_99	12
0123_10	13
0021_52	13
0009_124	14
0092_13	14
0002_200	15
0063_19	15
0021_54	16
0058_21	16
0018_63	17
0046_26	17
0041_30	18
0037_35	18
0018_64	19
0010_110	19
0002_197	20
0016_81	20
0007_144	21
0016_77	21
0011_105	22
0003_185	22
0009_123	23
0007_145	23
0006_153	24
0003_179	24
0006_151	25
0003_181	25
0141_5	26
0118_11	27
0079_15	28
0047_24	29
0038_34	30
0037_36	31
0027_46	32
0023_50	33
0020_58	34
0020_57	35
0020_56	36
0020_55	37
0019_61	38
0017_69	39
0016_83	40
0016_82	41
0016_78	42
0016_76	43
0016_73	44
0015_87	45
0015_86	46
0014_93	47
0014_91	48
0014_89	49
0013_98	50
0013_97	51
0012_103	52
0012_101	53
0010_116	54
0010_115	55
0010_114	56
0009_121	57
0009_120	58
0008_136	59
0008_135	60
0008_133	61
0008_132	62
0008_129	63
0008_128	64
0008_126	65
0007_148	66
0007_146	67
0007_142	68
0007_141	69
0006_160	70
0006_159	71
0006_155	72
0006_152	73
0006_150	74
0006_149	75
0005_163	76
0005_162	77
0005_161	78
0004_172	79
0004_169	80
0004_168	81
0004_167	82
0003_192	83
0003_191	84
0003_190	85
0003_189	86
0003_183	87
0003_182	88
0003_178	89
0002_201	90
0002_193	91
