WP_034915856.1	0540_9_1
WP_212406985.1	0540_9_1
PWJ45861.1	0540_9_1
WP_168183375.1	0540_9_1
ADQ37335.1	0540_9_1
ACA24821.1	0540_9_1
ADN43894.1	0540_9_1
ADQ37322.1	0540_9_1
ACA24811.1	0540_9_1
AFW04867.1	0540_9_1
WP_040217516.1	0540_9_1
EEW3194231.1	0540_9_1
WP_000499529.1	0540_9_1
WP_094762235.1	0540_9_1
WP_005653708.1	0540_9_1
WP_060561577.1	0540_9_1
WP_053878957.1	0540_9_1
WP_180911074.1	0540_9_1
WP_166713992.1	0540_9_1
EBQ8563659.1	0540_9_1
EAP0955437.1	0540_9_1
EBF8309604.1	0540_9_1
MBD5406664.1	0540_9_1
WP_172893723.1	0540_9_1
MBS5552460.1	0540_9_1
WP_171268829.1	0540_9_1
MBO5100602.1	0540_9_1
WP_208119785.1	0540_9_1
WP_154601276.1	0540_9_1
HAT4484165.1	0540_9_1
AKX46872.1	0540_9_1
EAR2001077.1	0540_9_1
OZU30810.1	0540_9_1
APZ56502.1	0540_9_1
WP_107182790.1	0540_9_1
MRZ26590.1	0540_9_1
WP_108569543.1	0540_9_1
WP_130971791.1	0540_9_1
WP_222687543.1	0540_9_1
WP_227336263.1	0540_9_1
MBD5410045.1	0540_9_1
WP_110229659.1	0540_9_1
WP_218427038.1	0540_9_1
WP_034169332.1	0540_9_1
WP_095389312.1	0540_9_1
WP_228346254.1	0540_9_1
WP_057114893.1	0540_9_1
EEW2104401.1	0540_9_1
WP_181257652.1	0540_9_1
WP_008663514.1	0540_9_1
WP_213405689.1	0540_9_1
WP_129614795.1	0540_9_1
MBO5730850.1	0540_9_1
WP_096747636.1	0540_9_1
WP_214221985.1	0540_9_1
WP_005861887.1	0540_9_1
WP_213400645.1	0540_9_1
WP_057329600.1	0540_9_1
MBQ8384861.1	0540_9_1
ACV67289.1	0540_9_1
AFW04785.1	0540_9_1
WP_143999744.1	0540_9_1
WP_162436125.1	0540_9_1
WP_087487468.1	0540_9_1
WP_177033801.1	0540_9_1
WP_019692967.1	0540_9_1
NRA80023.1	0540_9_1
WP_225181253.1	0540_9_1
WP_137529147.1	0540_9_1
WP_180395140.1	0540_9_1
WP_079798999.1	0540_9_1
WP_038395439.1	0540_9_1
WP_014605463.1	0540_9_1
WP_063880154.1	0540_9_1
WP_054687551.1	0540_9_1
WP_146383734.1	0540_9_1
WP_217880571.1	0540_9_1
BAQ02116.1	0540_9_1
AAK64372.1	0540_9_1
WP_182079776.1	0540_9_1
WP_197438669.1	0540_9_1
WP_087422439.1	0540_9_1
WP_162625789.1	0540_9_1
WP_097503277.1	0540_9_1
WP_013610488.1	0540_9_1
MBQ9230185.1	0540_9_1
WP_149920745.1	0540_9_1
WP_097315421.1	0540_9_1
WP_157403843.1	0540_9_1
WP_140988984.1	0540_9_1
EHR2939669.1	0540_9_1
EGR73751.1	0540_9_1
WP_130975594.1	0540_9_1
WP_097169155.1	0540_9_1
EFH7018751.1	0540_9_1
WP_072253080.1	0540_9_1
HAZ0555840.1	0540_9_1
WP_142668271.1	0540_9_1
WP_196545058.1	0540_9_1
WP_196052073.1	0540_9_1
WP_148790641.1	0540_9_1
WP_023404412.1	0540_9_1
MBD5307449.1	0540_9_1
WP_121962782.1	0540_9_1
EEY6012083.1	0540_9_1
AXY99655.1	0540_9_1
MBN2612407.1	0540_9_1
WP_169342315.1	0540_9_1
AHB32715.1	0540_9_1
AHB32637.1	0540_9_1
CAI33718.1	0540_9_1
WP_105245009.1	0540_9_1
WP_040474561.1	0540_9_1
WP_088271306.1	0540_9_1
WP_109591672.1	0540_9_1
WP_193007504.1	0540_9_1
WP_201604033.1	0540_9_1
WP_180025383.1	0540_9_1
WP_060490610.1	0540_9_1
WP_197218336.1	0540_9_1
TCI57836.1	0540_9_1
WP_101206224.1	0540_9_1
WP_167821740.1	0540_9_1
WP_082703869.1	0540_9_1
WP_144917748.1	0540_9_1
WP_115490943.1	0540_9_1
WP_102092040.1	0540_9_1
WP_163049471.1	0540_9_1
WP_057759008.1	0540_9_1
WP_168401718.1	0540_9_1
HJG99016.1	0540_9_1
WP_197100668.1	0540_9_1
TCB46542.1	0540_9_1
KGH46518.1	0540_9_1
PDY95928.1	0540_9_1
WP_089749797.1	0540_9_1
WP_207969361.1	0540_9_1
WP_201555912.1	0540_9_1
QIC62912.1	0540_9_1
WP_057874629.1	0540_9_1
WP_157757862.1	0540_9_1
WP_180085977.1	0540_9_1
WP_169073755.1	0540_9_1
WP_101210808.1	0540_9_1
HBH98491.1	0540_9_1
QHM38915.1	0540_9_1
