WP_111885524.1	1
WP_114212770.1	1
WP_144171247.1	2
HAS92070.1	2
WP_174720878.1	2
WP_223351134.1	2
WP_111712749.1	2
CAI32772.1	3
EHD83116.1	3
WP_163052351.1	3
WP_060418174.1	3
WP_125382933.1	3
WP_045500264.1	3
WP_165993240.1	3
WP_203265798.1	3
WP_172601669.1	3
CAI33652.1	4
CAI33675.1	4
WP_044813608.1	4
WP_223140549.1	4
WP_000828637.1	4
WP_045501331.1	4
WP_037605573.1	4
WP_014714045.1	4
WP_155199096.1	4
WP_043995329.1	5
WP_126374421.1	5
WP_115249400.1	5
WP_111401287.1	5
MBS6009095.1	5
WP_005619750.1	5
WP_007525403.1	5
WP_012771594.1	5
WP_005707321.1	5
MBF1241668.1	5
WP_197569836.1	5
WP_075876038.1	5
WP_197544497.1	5
WP_054418906.1	5
WP_115910766.1	5
WP_126471148.1	5
MBS5013393.1	5
MBF1245386.1	5
MBS6726893.1	5
WP_115299623.1	5
WP_010906696.1	5
WP_077586001.1	5
WP_077581680.1	5
WP_049367974.1	5
WP_049370816.1	5
MBF1228307.1	5
WP_116631340.1	5
MBS5252451.1	5
WP_197553660.1	5
WP_099803057.1	5
WP_070713138.1	5
WP_109083557.1	5
WP_148346747.1	5
WP_005697633.1	5
MBS7128483.1	5
WP_059246418.1	5
WP_205765060.1	5
WP_077423648.1	5
WP_205771569.1	5
WP_109427999.1	5
WP_049380027.1	5
WP_061405996.1	5
WP_205764620.1	5
WP_197546764.1	5
VTX82799.1	5
WP_049375059.1	5
WP_195188563.1	5
WP_111300191.1	5
WP_163883902.1	5
WP_005552755.1	5
WP_139638916.1	5
WP_071522897.1	5
WP_005547286.1	5
MBF1233975.1	5
WP_111304661.1	5
MBS6669835.1	5
WP_111315567.1	5
WP_083015183.1	5
WP_205765792.1	5
WP_040216609.1	5
WP_005756390.1	5
WP_109858955.1	5
WP_111312171.1	5
WP_170452761.1	5
WP_205769293.1	5
QEH45435.1	5
WP_014390999.1	5
WP_047977566.1	5
WP_077498898.1	5
WP_077584019.1	5
WP_132022614.1	5
WP_226691233.1	5
WP_006717858.1	5
WP_077495457.1	5
WP_111294541.1	5
WP_111305851.1	5
WP_077435790.1	5
WP_136124858.1	5
WP_109127870.1	5
WP_123955884.1	5
WP_194750776.1	5
WP_077543997.1	5
WP_077421628.1	5
WP_005758935.1	5
WP_115003347.1	5
WP_202937619.1	5
WP_176808882.1	5
WP_005820285.1	5
WP_077492946.1	5
WP_135094522.1	5
EQA12092.1	5
WP_021111743.1	5
WP_077477651.1	5
WP_160405210.1	5
WP_005762249.1	5
WP_157393810.1	5
AAP95770.1	5
WP_046338337.1	5
WP_157403397.1	5
WP_229509720.1	5
WP_226690781.1	5
HBO39117.1	5
WP_039196197.1	5
WP_135056821.1	5
WP_014991053.1	5
WP_101775131.1	5
WP_005624336.1	5
EPZ98696.1	5
WP_176670244.1	5
WP_100052013.1	5
WP_132500472.1	5
WP_064318861.1	5
WP_025235507.1	5
WP_025266888.1	5
WP_153985814.1	5
WP_025342334.1	5
WP_176671600.1	5
WP_042802418.1	5
WP_112111249.1	5
WP_021280093.1	5
WP_154704579.1	5
WP_218219167.1	5
MBE6924328.1	6
MBQ7344990.1	6
AAC45844.1	7
WP_204161416.1	7
HBK0715647.1	7
WP_202951928.1	7
WP_205942222.1	7
MBE3514346.1	7
EII1532205.1	7
WP_113415283.1	7
MBS4399950.1	7
HBC6617981.1	7
WP_032184514.1	7
HAW3786852.1	7
WP_117343289.1	7
WP_172807020.1	7
AFC91472.1	8
AFC91514.1	8
AAO39700.1	8
AFC91570.1	8
AAR97964.1	8
TYA02932.1	8
WP_148516510.1	8
WP_133295826.1	8
WP_054895408.1	8
WP_182927545.1	8
MBR9870835.1	8
QNF23742.1	8
EFH5849823.1	8
WP_180501315.1	8
ACF61556.1	9
ACF69242.1	9
WP_000055605.1	9
ACF89798.1	9
ACH73921.1	9
ACH50550.1	9
CAS11643.1	9
CAR10598.2	9
BAI33073.1	9
ADT77417.1	9
WP_021515185.1	9
WP_147706834.1	9
WP_150331403.1	9
WP_077125777.1	9
EGO5215219.1	9
EHR8836435.1	9
HBI2655211.1	9
WP_136127343.1	9
WP_032263501.1	9
EFN8763919.1	9
WP_112036885.1	9
WP_097404354.1	9
WP_000055113.1	9
EFX6526273.1	9
EFD1057340.1	9
EEW1291468.1	9
EFQ0059195.1	9
EFJ3256238.1	9
WP_001705569.1	9
WP_105285830.1	9
WP_064530535.1	9
QED65304.1	9
WP_135520254.1	9
WP_181478848.1	9
WP_191776142.1	9
WP_125317745.1	9
AFG42740.1	9
ADN73162.1	9
WP_211935026.1	9
WP_049009036.1	9
EAR9310774.1	9
WP_038634539.1	9
WP_171922687.1	9
EAN8507989.1	9
WP_023185205.1	9
WP_012907930.1	9
MBJ3593798.1	9
WP_042326093.1	9
MBA3112788.1	9
WP_194212828.1	9
ECJ2264653.1	9
WP_103780518.1	9
WP_079935198.1	9
WP_047407613.1	9
WP_152400933.1	9
WP_096758937.1	9
EEC0833043.1	9
EGT3575702.1	9
EAA7244786.1	9
WP_061075776.1	9
MBJ3560635.1	9
WP_044327611.1	9
HAU5792951.1	9
WP_198447881.1	9
KDS03574.1	9
WP_187254149.1	9
WP_040230069.1	9
WP_213135352.1	9
WP_200013142.1	9
EBK5657007.1	9
EBA9359467.1	9
WP_000055600.1	9
EHC43611.1	9
CNU17804.1	9
WP_046878130.1	9
WP_120066165.1	9
WP_064561603.1	9
WP_181621412.1	9
MBM6608576.1	9
KGB07671.1	9
WP_047054416.1	9
WP_142487525.1	9
WP_045783648.1	9
VEB51949.1	9
WP_103825323.1	9
WP_077227593.1	9
WP_090465544.1	9
WP_039289216.1	9
WP_166995859.1	9
WP_038476914.1	9
WP_172568628.1	9
WP_133523143.1	9
WP_106995941.1	9
WP_039299259.1	9
WP_159466150.1	9
WP_034492214.1	9
WP_222889099.1	9
WP_202307627.1	9
ESF02176.1	9
WP_017459722.1	9
WP_054180995.1	9
WP_049839519.1	9
WP_061706571.1	9
WP_159776736.1	9
EFY46781.1	9
WP_139537364.1	9
WP_123758120.1	9
WP_044521753.1	9
WP_123350492.1	9
WP_085006393.1	9
WP_097164554.1	9
WP_141416519.1	9
AUU88634.1	9
WP_020456006.1	9
SFF24138.1	9
WP_119936330.1	9
WP_139883141.1	9
WP_160704091.1	9
WP_108476918.1	9
WP_006816621.1	9
WP_131412648.1	9
WP_152082681.1	9
WP_049858392.1	9
WP_126358031.1	9
WP_112012634.1	9
WP_166718554.1	9
WP_004869567.1	9
WP_024559846.1	9
WP_064327914.1	9
WP_189624488.1	9
WP_089598259.1	9
WP_097401967.1	9
WP_079517127.1	9
WP_124970857.1	9
WP_013368182.1	9
WP_059446096.1	9
AGB80229.1	9
WP_137273457.1	9
WP_042714906.1	9
WP_167614800.1	9
WP_165466376.1	9
MBU5621077.1	9
WP_028018201.1	9
WP_139563818.1	9
WP_032644806.1	9
WP_059311525.1	9
WP_187800561.1	9
WP_126787367.1	9
WP_161669838.1	9
WP_126349117.1	9
WP_047624331.1	9
WP_061808159.1	9
WP_182235553.1	9
WP_209637822.1	9
WP_207120031.1	9
WP_095283898.1	9
WP_223580737.1	9
WP_175572846.1	9
WP_148421642.1	9
WP_039055064.1	9
WP_110276880.1	9
AMX07670.1	9
WP_038875378.1	9
WP_159872539.1	9
HBM2881550.1	9
WP_050556253.1	9
